ID Pocket_Score drug_score tSASA pSASA aSASA volume nb_asph apol_asph_proportion mean_asph_radius as_density mean_asph_solv_acc mean_loc_hyd_dens flex hydrophobicity_score volume_score charge_score polarity_score n_abpa COM_minus_asphr_max ala cys asp glu phe gly his ile lys leu met asn pro gln arg ser thr val trp tyr
11 0.2495 0.9713 323.060 77.278 245.782 1273.5638 141 0.7376 4.0309 8.9033 0.5214 51.0962 0.1921 48.0690 4.2069 1 11 9 26.219 1 1 1 1 1 0 1 2 1 6 4 1 0 2 0 2 2 1 0 2
12 0.0513 0.2923 81.214 17.210 64.004 254.4296 20 0.7500 4.1324 2.2237 0.5529 14.0000 0.1713 -7.0000 3.8333 0 4 1 7.909 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 1 0 0 1 0
13 0.0518 0.0032 131.266 51.563 79.703 410.1620 35 0.3714 3.8097 4.6781 0.5516 12.0000 0.7055 33.9000 5.1000 0 7 6 10.999 0 1 0 1 0 1 0 1 0 0 0 0 0 2 0 1 0 1 2 0
14 -0.1337 0.1555 273.237 107.159 166.078 877.6849 63 0.5079 4.0288 6.4352 0.5014 20.7500 0.4976 38.5238 5.1429 3 10 8 15.432 0 3 0 0 0 3 0 1 0 2 1 0 1 2 2 0 0 0 4 2
15 0.1952 0.9916 576.834 90.180 486.654 2436.0437 324 0.8488 4.0462 12.1781 0.4851 88.1018 0.2676 55.6667 4.6667 1 21 13 30.023 1 3 0 2 2 1 2 1 2 5 10 0 3 5 1 2 4 4 1 8
16 0.1873 0.0732 254.611 114.526 140.085 940.9408 115 0.2957 4.0706 6.7162 0.4696 17.7647 0.4722 26.5667 4.1667 4 15 21 16.829 0 2 0 1 0 2 1 2 3 0 3 1 2 2 2 2 2 0 1 4
17 0.1999 0.1028 98.780 22.700 76.081 294.6805 25 0.4800 3.7600 3.1794 0.5629 11.0000 0.1110 29.8889 3.3333 1 5 4 9.390 2 0 0 0 0 0 0 0 0 0 2 1 0 0 0 2 2 0 0 0
18 0.2395 0.5264 104.450 16.293 88.157 254.4238 24 0.5000 3.7828 2.9071 0.6206 11.0000 0.1218 34.2500 3.5000 1 4 5 7.724 2 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 2 0 0 0
19 0.0022 0.0145 71.140 10.759 60.381 180.8685 18 0.4444 3.8668 1.5524 0.6255 7.0000 0.0666 42.4286 3.1429 0 3 5 4.121 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 2 0 0 0
20 0.1268 0.3851 77.178 10.759 66.420 198.3209 23 0.5652 3.7954 1.9892 0.6003 12.0000 0.1812 37.2857 3.5714 1 3 5 5.270 2 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 1 0 0 0
21 0.1258 0.0308 71.140 10.759 60.381 205.0561 22 0.4091 3.8298 1.3605 0.6473 8.0000 0.0986 42.4286 3.1429 0 3 5 3.353 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 2 0 0 0
22 0.3762 0.8023 358.997 177.853 181.144 1448.5640 132 0.3409 3.9521 11.1270 0.4484 24.0444 0.3892 25.6667 4.0222 2 25 18 27.756 3 3 1 2 0 4 1 5 0 4 1 2 0 1 1 4 3 2 3 5
23 0.1384 0.1486 166.201 73.213 92.987 680.8743 55 0.5273 4.1153 4.3197 0.5161 27.1724 0.4613 35.9474 4.3158 -1 11 9 11.054 1 1 1 2 0 0 0 2 0 2 1 0 0 1 0 2 1 2 2 1
24 0.2984 0.9147 199.779 67.989 131.790 653.9174 86 0.4302 4.0149 6.5361 0.4690 23.6757 0.4192 31.0833 3.9167 2 9 13 17.158 0 0 1 1 0 2 0 2 2 0 2 1 2 2 2 0 2 0 0 5
25 0.3725 0.8297 130.917 46.383 84.534 517.8847 56 0.4464 4.0228 4.6870 0.5073 21.2000 0.5675 19.7059 4.0588 3 11 12 11.267 0 0 1 2 0 0 0 2 3 1 1 2 0 1 0 0 2 1 0 1
26 0.2409 0.6871 178.235 46.604 131.631 638.0911 53 0.5660 4.1698 5.2990 0.5780 22.0667 0.6255 24.1667 4.1667 3 11 10 10.222 0 0 1 2 0 0 0 2 3 1 1 2 0 2 0 0 2 1 0 1
27 0.2669 0.6211 283.883 151.044 132.839 1093.5560 134 0.2985 3.9486 7.8450 0.4652 19.2000 0.5829 30.7429 3.8286 4 14 21 21.155 2 2 1 1 0 2 0 3 2 0 5 1 2 2 2 3 2 0 0 5
28 0.1929 0.9913 800.376 256.171 544.205 2943.4077 435 0.5632 3.8588 13.1017 0.4322 68.5633 0.3788 32.5789 3.9737 4 29 52 31.087 5 4 4 2 2 1 3 8 2 8 5 3 3 5 4 3 4 1 2 7
29 -0.0099 0.5505 221.237 92.278 128.959 846.1585 97 0.7526 4.0472 5.2727 0.4883 67.4247 0.2602 24.8182 3.8636 -4 10 10 14.995 2 0 2 3 0 0 2 2 0 0 2 1 2 2 0 0 1 0 1 2
30 0.3566 0.3682 193.108 126.688 66.420 719.3621 135 0.2296 3.9387 6.2517 0.4846 18.1290 0.6150 8.4815 4.3333 0 19 23 15.277 1 4 2 3 0 0 3 3 1 0 2 1 0 2 0 2 0 0 3 0
31 0.2658 0.6750 197.833 74.418 123.416 653.1118 71 0.5915 4.0405 6.0899 0.4417 34.3810 0.6133 29.3750 3.7917 -2 9 5 16.889 3 1 1 1 0 0 3 4 0 1 2 1 1 2 0 0 1 0 1 2
32 0.0468 0.8392 366.086 155.959 210.127 1413.7175 153 0.4641 3.9775 8.2712 0.4706 52.0000 0.1933 28.6111 4.0833 -2 19 23 21.806 2 0 3 4 0 1 2 1 3 2 4 1 1 3 1 1 2 1 1 3
33 0.0423 0.7265 313.325 134.596 178.729 1223.3933 129 0.4806 4.0685 7.2414 0.4535 55.0323 0.2607 32.5556 4.2222 -3 15 16 17.782 2 0 3 3 0 1 2 0 2 1 3 0 1 3 0 0 2 1 1 2
34 -0.0202 0.0026 105.581 34.331 71.250 374.3503 30 0.5000 3.9413 3.5915 0.5269 14.0000 0.5032 33.0909 4.7273 -2 7 4 7.629 0 0 0 2 0 0 1 0 1 0 0 0 0 3 0 1 0 0 2 1
35 0.3485 0.8644 192.553 89.905 102.648 695.1992 129 0.5039 3.8616 6.2739 0.4552 43.6923 0.2472 45.6154 5.1538 5 16 16 13.106 1 3 0 0 0 2 1 1 3 2 3 0 0 3 0 1 1 3 2 0
36 -0.0198 0.0361 132.374 33.348 99.026 416.1454 35 0.4286 4.1331 3.6409 0.5151 14.0000 0.7668 30.0769 3.9231 3 7 5 9.247 1 0 0 1 0 0 0 1 3 1 1 1 0 2 0 1 1 0 0 0
37 0.0452 0.0868 95.938 24.688 71.250 306.3837 35 0.8000 4.0385 2.5280 0.5587 27.0000 0.2455 30.7778 4.0000 -1 2 3 5.932 1 0 0 0 0 0 1 1 0 1 1 0 0 1 2 0 0 0 1 0
38 0.1857 0.6817 222.182 70.021 152.161 776.9398 84 0.7738 3.9536 5.8710 0.4407 52.9538 0.3628 18.5652 4.0000 -2 11 10 14.327 1 2 0 3 0 0 3 2 1 2 4 1 0 0 1 1 0 0 0 2
39 0.1672 0.7044 217.474 88.258 129.216 779.7695 93 0.7097 4.0127 5.8245 0.4458 53.0909 0.2517 25.1429 4.1905 -4 9 6 17.480 1 1 0 3 0 1 3 1 0 2 4 1 0 1 1 0 0 0 0 2
40 0.2754 0.9233 253.741 108.429 145.311 924.3624 115 0.4609 3.8679 7.4036 0.4447 39.6604 0.6662 14.4375 4.4062 5 19 23 18.395 1 3 1 0 0 3 4 4 2 3 2 4 1 0 1 0 0 0 2 1
41 0.0241 0.0004 47.261 19.485 27.775 137.2296 17 0.1176 3.7294 1.7073 0.5209 1.0000 0.8511 7.8750 3.2500 1 3 5 4.397 1 0 0 0 0 0 1 3 0 1 0 2 0 0 0 0 0 0 0 0
42 -0.0220 0.0002 81.279 54.711 26.568 249.0569 15 0.0667 3.8986 3.3012 0.5866 0.0000 0.4032 24.8000 3.9000 -1 5 6 7.561 1 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 1 0 2 1
43 -0.0024 0.0029 84.793 17.165 67.627 295.6051 19 0.4211 4.1249 2.6402 0.5488 7.0000 0.6902 20.5000 3.7000 1 6 2 5.744 0 0 0 2 0 0 0 1 3 1 1 0 0 1 0 1 0 0 0 0
44 -0.0629 0.0026 81.491 35.602 45.890 267.3028 24 0.3750 3.9618 2.1396 0.6299 8.0000 0.3857 11.2500 3.8750 2 4 7 6.482 2 0 0 0 0 1 0 0 0 0 1 2 0 0 1 0 1 0 0 0
45 -0.0068 0.6028 360.656 152.944 207.712 1471.4514 152 0.5461 4.0608 7.4832 0.4824 68.0723 0.3516 27.7742 3.9677 -4 17 19 18.468 2 0 3 3 0 1 3 2 2 1 3 0 1 3 0 0 3 1 1 2
46 0.0443 0.7492 380.755 156.136 224.619 1611.2872 157 0.5032 4.0034 8.2646 0.4637 55.0380 0.3283 24.5556 4.0556 -4 20 23 21.395 2 0 3 4 0 2 3 1 2 2 3 1 1 3 1 1 2 1 1 3
47 -0.0537 0.0882 146.777 44.129 102.648 423.2200 47 0.6596 3.9688 4.0174 0.4296 28.8387 0.5436 36.1429 3.7143 -1 5 9 11.559 1 0 0 1 0 0 1 2 0 1 3 1 0 1 0 1 1 0 0 1
48 0.0724 0.0197 618.239 340.484 277.755 2209.4563 201 0.1990 3.9822 13.0812 0.4925 11.1000 0.4025 19.4310 4.0862 1 34 33 42.701 3 4 2 4 0 4 2 6 0 4 2 3 0 1 3 4 4 3 4 5
49 0.2167 0.3034 200.093 85.309 114.784 743.2107 98 0.6224 4.0278 6.1129 0.5031 43.6721 0.2880 48.7143 4.0952 0 4 6 14.804 3 1 0 0 1 0 1 1 0 2 4 0 1 1 2 0 1 0 1 2
50 0.3216 0.2018 276.210 127.671 148.538 931.4319 108 0.3796 3.8133 8.2777 0.4689 25.3659 0.4260 13.4483 4.1379 3 18 10 18.097 3 2 1 3 0 0 1 1 4 0 0 1 0 2 3 0 3 2 1 2
51 0.3096 0.9508 185.006 17.165 167.840 587.7113 94 0.8936 3.8761 5.7523 0.4466 61.5714 0.4610 60.4583 4.4167 -1 3 7 14.326 1 1 0 1 1 0 1 1 0 0 7 0 2 3 1 0 0 0 0 5
52 -0.0270 0.0055 84.991 6.495 78.496 293.7539 15 0.6000 4.1731 3.3637 0.7328 8.0000 0.1531 54.1250 3.6250 0 2 3 7.851 2 0 0 0 0 0 0 1 0 1 2 0 0 0 0 1 0 0 1 0
53 0.1866 0.5982 190.594 89.728 100.866 624.4246 65 0.5538 3.9691 4.9415 0.5164 30.0000 0.0048 24.9412 3.7059 -2 8 10 12.939 1 0 2 3 0 0 0 1 0 1 2 1 1 1 0 1 1 0 0 2
54 0.2164 0.5814 189.004 83.861 105.143 640.8758 84 0.4048 3.9411 5.1807 0.4337 25.5294 0.0735 24.8947 3.5789 -1 9 14 13.584 1 0 1 3 0 0 0 2 1 1 2 1 1 1 0 1 2 0 0 2
55 0.2278 0.0002 214.998 125.396 89.602 849.9039 95 0.1474 3.9022 5.7393 0.4603 10.5714 0.2047 21.6000 3.7600 1 13 14 15.302 1 2 0 1 3 3 1 5 1 1 0 0 0 1 0 2 0 1 2 1
56 0.1168 0.0644 254.962 104.662 150.300 1066.3110 80 0.4125 4.0460 6.4117 0.4802 29.5758 0.5069 19.2400 3.8800 -3 13 13 15.694 1 0 2 2 1 1 4 2 1 1 3 2 1 1 0 0 1 0 0 2
57 0.1018 0.0004 66.752 36.739 30.012 231.4317 15 0.2000 3.8763 2.7730 0.5458 2.0000 0.4327 17.6250 4.5000 1 6 5 6.957 0 1 0 1 1 0 0 0 0 0 1 1 0 0 0 2 0 1 0 0
58 0.2145 0.3858 181.737 72.496 109.241 591.5868 79 0.3671 3.9292 4.9868 0.4984 27.8621 0.5491 24.7222 3.7778 -1 8 11 10.803 1 1 0 1 1 0 2 3 0 0 2 1 1 0 0 0 2 0 1 2
59 0.3276 0.3333 152.283 53.099 99.184 447.1566 62 0.3871 3.7407 5.1771 0.4795 19.3333 0.5071 25.0000 3.8667 0 7 10 15.050 1 1 0 0 0 0 2 3 0 0 2 1 1 0 0 0 2 0 1 1
60 0.1843 0.2385 194.278 97.272 97.006 604.1297 69 0.3623 3.8884 5.0257 0.4987 22.4800 0.4559 28.5263 3.8421 -1 8 13 12.014 1 1 0 1 1 0 2 3 0 0 3 1 1 0 0 0 2 0 1 2
61 0.0274 0.6561 326.488 127.229 199.259 1230.1489 162 0.4691 3.9645 7.4297 0.4667 43.9211 0.3356 26.1471 4.0000 2 16 14 17.996 2 1 1 3 0 0 1 5 1 1 3 4 0 4 0 3 0 0 2 3
62 0.3879 0.7667 462.319 237.700 224.619 1724.4058 211 0.3649 3.9537 11.0766 0.4744 33.2727 0.4868 30.1190 3.9286 5 18 29 30.047 3 0 1 1 0 0 1 4 5 1 7 2 1 3 4 2 3 0 3 1
63 0.3991 0.4472 93.567 24.732 68.835 403.6591 61 0.6557 3.8818 3.4787 0.5008 39.0000 0.2786 27.6154 4.2308 0 8 5 8.832 2 0 0 0 0 0 2 1 1 0 0 1 0 0 0 0 1 0 3 2
64 0.3472 0.0072 126.761 71.943 54.818 556.0735 56 0.1607 4.0343 4.1053 0.5417 8.0000 0.3877 26.4706 3.1765 2 8 11 10.822 0 0 0 0 3 1 0 4 2 0 0 0 0 0 0 3 0 1 1 2
65 0.1597 0.2321 110.446 37.988 72.458 310.7440 27 0.4815 3.9581 2.8948 0.4627 12.0000 0.1147 32.1667 4.2500 2 6 6 7.527 0 0 0 0 0 1 0 0 2 0 1 0 0 1 2 0 2 1 0 2
66 0.2645 0.3004 174.127 72.053 102.074 674.9302 72 0.6111 4.0171 4.9047 0.4554 40.5000 0.3567 35.9048 4.2857 -4 9 11 12.438 1 0 1 1 0 0 4 1 0 0 3 1 2 2 0 0 1 0 1 3
67 0.0754 0.5476 336.879 156.942 179.937 1144.1713 136 0.2868 3.8939 7.7846 0.4618 18.8205 0.2089 28.7931 3.8966 1 13 18 21.603 2 0 1 0 0 0 3 3 3 1 3 1 1 0 2 1 1 0 3 4
68 0.2754 0.2320 212.529 123.164 89.364 864.5271 122 0.2623 3.8687 7.7430 0.4584 17.7500 0.1982 4.8788 3.9697 5 23 24 19.460 2 3 3 2 0 3 1 2 3 2 0 2 1 0 2 2 2 0 2 1
69 0.1789 0.0074 151.867 72.164 79.703 626.8081 67 0.2388 4.0606 4.9812 0.5412 12.0000 0.3718 16.0000 3.8824 2 11 15 11.847 2 1 3 0 0 2 1 0 1 1 1 1 1 0 0 1 1 0 0 1
70 0.2824 0.9371 279.507 87.098 192.409 1131.3904 143 0.6364 3.9522 8.0288 0.4677 42.7912 0.2591 51.2414 4.3448 3 8 14 20.449 1 2 0 1 0 0 1 3 2 5 6 1 2 1 0 0 1 0 0 3
71 0.0995 0.6131 138.197 19.375 118.823 485.2043 53 0.9434 3.8778 4.4552 0.5076 44.5600 0.1360 52.7857 5.6429 2 10 3 9.757 1 1 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 3 5 0
72 0.0547 0.4019 411.901 195.736 216.165 1416.3287 138 0.4710 3.9836 9.7279 0.5488 31.1385 0.4330 31.2500 4.1944 1 15 14 25.521 2 2 1 2 1 2 1 4 1 2 1 1 0 8 2 1 2 0 2 1
73 0.0623 0.2335 311.024 133.503 177.521 1218.5374 127 0.5512 4.0221 7.7634 0.4597 48.6000 0.6453 26.9355 3.8065 -4 14 16 19.651 2 0 2 2 0 1 4 3 0 3 3 2 1 3 0 3 0 0 0 2
74 0.0169 0.8972 334.779 166.443 168.335 1091.7375 145 0.3862 3.9580 8.2655 0.4214 35.6786 0.6555 25.5143 3.8571 -1 15 19 21.899 3 2 2 3 0 2 2 4 0 2 5 2 3 1 0 2 0 0 0 2
75 -0.0266 0.0016 136.865 94.598 42.267 389.2993 31 0.1290 3.9143 4.3704 0.4731 3.0000 0.2681 17.1538 5.1538 1 11 12 11.827 0 3 1 0 0 0 2 0 0 0 0 0 0 1 0 2 0 0 3 1
76 0.2759 0.7979 284.448 116.271 168.177 1101.4133 109 0.3486 3.9413 8.6023 0.5032 27.6316 0.2686 25.1852 3.5556 1 12 14 23.463 1 1 2 0 1 1 1 6 1 0 1 0 1 3 1 3 1 2 0 1
77 0.0506 0.9632 621.339 305.436 315.903 2397.3508 292 0.4829 3.9637 13.1971 0.4562 57.1348 0.3525 25.3607 4.0164 -1 30 35 37.266 3 2 1 3 2 2 5 6 3 6 6 2 0 4 4 3 4 0 5 0
78 -0.0194 0.0079 162.712 50.403 112.309 482.6174 34 0.4412 4.0947 4.3778 0.5069 14.0000 0.3269 22.2143 3.5000 -3 7 5 10.589 1 0 1 1 0 0 2 2 0 0 2 0 1 0 0 1 1 0 1 1
79 0.0708 0.7142 257.589 89.175 168.414 1141.3840 103 0.6796 3.9933 6.0117 0.4841 58.6286 0.4218 32.5200 4.2400 -2 12 14 15.401 2 0 1 3 1 0 1 0 0 4 1 2 2 1 1 1 2 1 1 1
80 0.1724 0.7751 192.939 75.799 117.140 602.1676 65 0.5692 3.8653 4.8923 0.4444 34.0000 0.2197 19.1579 4.4737 4 11 17 11.211 2 5 0 0 0 1 1 1 0 0 3 0 0 1 1 3 0 0 1 0
81 0.2048 0.0104 163.599 87.518 76.081 579.6754 38 0.2895 4.0065 4.5247 0.6185 9.0909 0.5666 6.6154 4.1538 1 8 9 10.947 0 1 1 2 0 0 0 2 1 0 1 1 0 0 1 0 0 0 2 1
82 0.1907 0.4955 83.359 41.092 42.267 247.5550 32 0.4375 3.8921 3.4594 0.4476 13.0000 0.4189 48.0000 4.5455 1 5 6 8.492 1 1 1 0 0 0 0 1 0 2 0 0 0 1 0 1 0 1 1 1
83 0.2178 0.1158 413.061 176.781 236.279 1953.1887 208 0.3510 3.9753 9.3126 0.5094 38.4110 0.1146 21.5610 3.9512 2 21 20 22.916 4 2 2 2 0 2 2 5 2 5 2 2 1 1 2 2 1 0 4 0
84 0.0372 0.0083 76.756 33.282 43.475 255.7257 30 0.3333 3.7894 2.9140 0.3930 9.0000 0.2466 42.6923 5.5385 -1 9 6 6.840 0 1 0 3 0 0 0 0 1 2 0 0 1 1 0 0 0 3 1 0
85 0.0675 0.0044 91.011 47.299 43.712 295.7187 34 0.2353 3.8947 3.2380 0.4255 6.7500 0.3036 35.7857 5.4286 -2 10 8 8.075 0 1 0 4 0 0 0 0 1 1 0 0 1 2 0 0 0 3 1 0
86 0.0321 0.0112 95.679 37.634 58.045 311.9360 35 0.3714 3.7930 3.4544 0.4206 12.0000 0.4040 35.7857 5.4286 -2 10 8 8.068 0 1 0 4 0 0 0 0 1 1 0 0 1 2 0 0 0 3 1 0
87 0.0486 0.0006 39.407 22.501 16.907 107.1905 17 0.2353 3.6576 1.5088 0.4215 3.0000 0.3940 28.6000 3.2000 0 5 4 3.508 0 0 0 0 0 1 0 3 0 1 1 0 0 0 0 2 1 1 0 0
88 0.0889 0.0007 78.406 48.216 30.191 323.0323 21 0.2857 3.9270 2.9749 0.4494 5.0000 0.4914 33.0769 3.5385 -1 6 4 6.814 0 0 0 1 0 1 0 3 0 2 1 0 0 1 0 2 1 1 0 0
89 0.1305 0.1611 119.963 45.090 74.873 475.0064 38 0.7632 4.2774 3.2958 0.4840 28.0000 0.6544 47.1538 4.4615 -2 6 2 7.789 0 0 0 2 0 0 0 2 0 2 1 0 0 1 0 1 0 2 1 1
90 0.2267 0.2664 100.511 29.261 71.250 395.1527 64 0.6875 3.8709 3.8571 0.5286 37.1364 0.5664 38.1538 4.5385 2 6 5 11.642 1 0 1 0 0 0 0 0 1 1 0 1 2 1 1 1 0 0 2 1
91 0.3459 0.6934 225.550 97.383 128.167 764.5976 97 0.5567 3.8333 7.5103 0.4910 41.8889 0.6566 30.4500 4.5000 2 11 11 18.560 1 1 1 1 0 1 0 1 1 1 0 1 2 2 1 2 0 1 2 1
92 0.3177 0.8433 161.533 23.705 137.828 558.4349 87 0.7471 3.8329 5.2665 0.4768 52.3385 0.4735 36.6875 4.8750 1 9 5 14.604 0 0 1 1 0 1 0 0 1 1 0 1 2 2 1 1 0 1 2 1
93 0.0638 0.9848 384.193 97.272 286.920 1415.0864 191 0.7382 3.9367 8.7392 0.4454 77.9149 0.1932 54.5000 4.8158 2 12 17 22.474 1 2 0 1 0 1 0 1 1 0 10 0 3 4 3 1 1 1 4 4
94 0.2811 0.0004 229.887 145.036 84.851 769.7700 78 0.1795 3.8847 7.5173 0.4929 6.2857 0.4887 -13.7273 3.6364 -2 16 19 16.876 0 1 1 5 1 2 1 2 1 0 0 2 0 0 2 1 1 0 1 1
95 0.0279 0.0032 77.843 36.784 41.059 300.3090 25 0.6400 4.0788 2.9820 0.5532 15.0000 0.6992 2.8750 3.8750 0 5 1 6.590 0 0 0 1 0 0 1 0 1 1 0 1 0 0 1 1 0 0 0 1
96 0.3038 0.8241 126.832 30.222 96.610 504.1722 87 0.6782 3.9159 5.1062 0.4879 47.2881 0.3100 28.3333 4.3889 -2 8 6 12.251 2 2 0 1 0 0 3 2 0 1 3 0 0 1 1 0 0 1 1 0
97 0.2403 0.9430 299.933 142.229 157.704 1231.5708 184 0.4293 3.9917 8.0822 0.4509 49.7215 0.4483 21.2703 4.1351 0 21 19 18.999 3 2 2 2 0 1 4 3 1 1 2 3 2 3 0 1 3 0 2 2
98 -0.0593 0.9996 615.842 50.513 565.328 2410.7949 391 0.9233 4.0430 11.8662 0.4915 111.2355 0.3668 56.9818 4.4545 4 16 17 29.407 4 3 0 0 1 1 1 5 1 5 9 1 1 9 0 3 2 1 3 5
99 0.2339 0.1023 38.119 16.382 21.737 207.9989 41 0.5610 3.9628 2.5001 0.4608 22.0000 0.1522 55.8333 5.1667 1 4 8 6.715 0 2 0 0 0 0 1 1 0 1 3 0 0 2 0 0 0 0 1 1
100 0.0188 0.9793 320.225 69.038 251.187 1033.8723 169 0.7337 3.8528 7.1643 0.4592 86.3871 0.4174 25.8077 4.4615 3 12 10 22.711 0 0 0 1 0 0 1 2 2 0 3 3 0 1 4 0 1 1 3 4
101 0.3038 0.6517 116.600 13.951 102.648 357.3450 32 0.9062 3.9454 3.6594 0.5099 27.5172 0.0093 76.1818 4.8182 1 2 3 8.888 0 0 0 0 0 0 0 1 1 3 2 0 0 2 0 0 0 0 1 1
102 0.0951 0.2513 285.968 102.408 183.559 1075.7926 119 0.4622 4.0625 7.0360 0.5148 35.4545 0.5331 27.8333 3.7667 -1 11 9 17.039 2 1 2 2 2 0 2 5 0 0 3 2 2 2 0 0 1 0 1 3
103 0.3079 0.1282 187.016 85.021 101.995 799.2312 102 0.3627 3.9460 5.5916 0.4586 24.8108 0.3166 31.5238 3.6190 -2 9 8 11.710 1 0 0 1 3 0 2 4 1 0 2 0 0 1 0 2 0 1 2 1
104 0.1285 0.0372 223.472 113.499 109.973 734.3335 77 0.2597 4.0226 5.5218 0.4499 15.3000 0.3820 18.2609 4.0000 4 13 14 14.716 0 1 0 1 0 2 0 2 3 0 1 1 2 2 2 2 2 0 1 1
105 0.1107 0.2552 233.410 105.401 128.009 756.1016 93 0.2688 3.9968 5.6055 0.4968 23.8400 0.2485 36.1739 3.6522 2 8 16 16.853 2 0 1 0 0 0 1 4 3 1 3 0 1 0 1 0 1 0 2 3
106 0.0618 0.2555 246.576 107.699 138.877 844.9283 98 0.2755 3.9663 5.6745 0.4835 22.9630 0.0762 39.6190 3.9048 2 8 15 15.765 2 0 1 0 0 0 1 2 3 1 3 0 1 0 1 0 1 0 2 3
107 0.4541 0.2863 58.627 27.229 31.398 238.9559 30 0.3333 3.9687 2.6259 0.5905 9.0000 0.3221 35.2500 5.3750 3 5 3 6.070 0 2 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 2 1
108 0.4460 0.1701 56.488 23.882 32.606 234.3938 30 0.4000 3.9884 2.4550 0.6134 11.0000 0.4103 35.2500 5.3750 3 5 3 6.032 0 2 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 2 1
109 -0.0784 0.7414 330.480 169.866 160.615 1007.1329 125 0.4240 3.9755 7.2694 0.4887 39.6226 0.3092 21.6429 3.8929 -1 15 18 16.871 2 0 1 2 0 2 3 2 1 1 2 3 0 2 0 0 3 0 0 4
110 0.1227 0.7722 259.118 133.525 125.593 774.3352 91 0.4286 3.9315 6.9735 0.4671 26.8718 0.4366 25.2400 3.8000 -3 12 17 17.078 2 0 1 2 0 1 3 2 0 1 2 2 0 2 0 0 3 0 0 4
111 0.2683 0.9531 187.719 46.427 141.292 705.7933 114 0.3860 3.9802 5.7408 0.4874 34.8182 0.3739 23.5217 4.3913 2 15 18 16.468 0 2 0 3 0 0 2 1 5 1 2 0 0 3 0 2 0 1 0 1
112 0.0051 0.5182 352.081 160.068 192.013 1330.9739 178 0.3202 3.9621 7.5341 0.4869 44.5965 0.2765 28.5161 3.8065 3 14 20 26.091 2 0 2 0 0 0 2 5 3 2 3 2 1 0 1 1 1 0 3 3
